clinic_location,appointment_date,hour_of_day,scheduled_appointments,attended_appointments,completed_appointments,avg_wait_time_minutes,walked_out_appointments,providers_scheduled,appointments_per_provider
Northside,2026-01-15,11,2,1,1,0.0,0,3,0.33
Northside,2026-01-15,12,2,2,2,0.0,0,3,0.67
Northside,2026-01-15,13,3,2,2,0.0,0,3,0.67
Northside,2026-01-15,14,6,6,5,0.0,1,3,2.0
Northside,2026-01-15,15,10,9,9,4.22,0,3,3.0
Northside,2026-01-15,16,2,2,2,0.0,0,3,0.67
Northside,2026-01-16,7,1,1,1,21.0,0,0,
Northside,2026-01-16,8,3,2,2,0.0,0,2,1.0
Northside,2026-01-16,9,4,4,4,0.0,0,3,1.33
Northside,2026-01-16,10,5,5,4,2.75,1,3,1.67
Northside,2026-01-16,11,5,4,3,0.0,1,3,1.33
Northside,2026-01-16,12,2,2,1,0.0,1,3,0.67
Northside,2026-01-16,13,2,2,2,0.0,0,3,0.67
Northside,2026-01-16,14,1,1,1,0.0,0,3,0.33
Northside,2026-01-16,15,5,4,4,0.0,0,3,1.33
Northside,2026-01-16,16,4,2,2,0.0,0,3,0.67
Northside,2026-01-17,8,4,4,4,7.0,0,2,2.0
Northside,2026-01-17,9,7,7,7,0.0,0,3,2.33
Northside,2026-01-17,10,10,10,10,2.3,0,3,3.33
Northside,2026-01-17,11,5,5,5,6.0,0,3,1.67
Northside,2026-01-17,12,1,1,1,0.0,0,3,0.33
Northside,2026-01-19,8,6,5,4,0.0,1,2,2.5
Northside,2026-01-19,9,11,9,8,0.0,1,3,3.0
Northside,2026-01-19,10,9,6,5,4.6,1,3,2.0
Northside,2026-01-19,11,6,4,4,0.0,0,3,1.33
Northside,2026-01-19,12,3,3,3,0.0,0,3,1.0
Northside,2026-01-19,13,1,1,1,0.0,0,3,0.33
Northside,2026-01-19,14,4,4,4,0.0,0,3,1.33
Northside,2026-01-19,15,5,4,3,0.0,1,3,1.33
Northside,2026-01-19,16,8,7,6,0.0,1,3,2.33
Northside,2026-01-20,8,1,1,1,0.0,0,2,0.5
Northside,2026-01-20,9,2,2,2,0.0,0,3,0.67
Northside,2026-01-20,10,6,6,6,5.33,0,3,2.0
Northside,2026-01-20,11,4,3,3,1.67,0,3,1.0
Northside,2026-01-20,12,3,2,2,0.0,0,3,0.67
Northside,2026-01-20,13,2,2,2,0.0,0,3,0.67
Northside,2026-01-20,14,1,1,1,0.0,0,3,0.33
Northside,2026-01-20,15,5,5,5,0.0,0,3,1.67
Northside,2026-01-20,16,6,6,6,0.33,0,3,2.0
Northside,2026-01-21,7,1,1,1,4.0,0,0,
Northside,2026-01-21,8,7,5,4,6.5,1,2,2.5
Northside,2026-01-21,9,4,3,3,0.0,0,3,1.0
Northside,2026-01-21,10,10,10,10,15.4,0,3,3.33
Northside,2026-01-21,11,7,5,5,7.4,0,3,1.67
Northside,2026-01-21,12,2,2,2,0.0,0,3,0.67
Northside,2026-01-21,13,3,3,3,0.0,0,3,1.0
Northside,2026-01-21,14,3,3,3,0.0,0,3,1.0
Northside,2026-01-21,15,5,4,3,0.0,1,3,1.33
Northside,2026-01-21,16,8,6,6,1.17,0,3,2.0
Northside,2026-01-22,8,4,4,3,1.67,1,2,2.0
Northside,2026-01-22,9,4,4,4,0.0,0,3,1.33
Northside,2026-01-22,10,8,8,7,1.0,1,3,2.67
Northside,2026-01-22,11,6,5,5,0.8,0,3,1.67
Northside,2026-01-22,12,4,4,4,0.0,0,3,1.33
Northside,2026-01-22,13,2,2,2,0.0,0,3,0.67
Northside,2026-01-22,14,8,8,8,0.5,0,3,2.67
Northside,2026-01-22,15,12,11,10,8.3,1,3,3.67
Northside,2026-01-22,16,4,3,3,0.0,0,3,1.0
Northside,2026-01-23,8,5,3,3,0.0,0,2,1.5
Northside,2026-01-23,9,3,3,3,0.0,0,3,1.0
Northside,2026-01-23,10,7,6,6,0.17,0,3,2.0
Northside,2026-01-23,11,5,4,4,0.0,0,3,1.33
Northside,2026-01-23,12,2,2,2,0.0,0,3,0.67
Northside,2026-01-23,13,4,4,4,0.25,0,3,1.33
Northside,2026-01-23,14,4,4,4,0.0,0,3,1.33
Northside,2026-01-23,15,7,7,7,10.86,0,3,2.33
Northside,2026-01-23,16,3,3,3,16.0,0,3,1.0
Northside,2026-01-24,8,4,4,4,0.25,0,2,2.0
Northside,2026-01-24,9,6,5,5,0.0,0,3,1.67
Northside,2026-01-24,10,7,7,7,5.86,0,3,2.33
Northside,2026-01-24,11,9,9,9,4.67,0,3,3.0
Northside,2026-01-24,12,3,3,3,1.0,0,3,1.0
Northside,2026-01-26,8,5,3,3,0.0,0,2,1.5
Northside,2026-01-26,9,6,6,6,0.0,0,3,2.0
Northside,2026-01-26,10,11,9,9,0.78,0,3,3.0
Northside,2026-01-26,11,11,9,9,15.78,0,3,3.0
Northside,2026-01-26,12,7,7,7,3.57,0,3,2.33
Northside,2026-01-26,13,3,3,2,9.0,1,3,1.0
Northside,2026-01-26,14,5,5,5,0.0,0,3,1.67
Northside,2026-01-26,15,6,5,5,0.0,0,3,1.67
Northside,2026-01-26,16,10,10,10,1.4,0,3,3.33
Northside,2026-01-27,7,1,1,0,,1,0,
Northside,2026-01-27,8,1,1,1,0.0,0,2,0.5
Northside,2026-01-27,9,6,6,5,0.0,1,3,2.0
Northside,2026-01-27,10,7,6,6,2.83,0,3,2.0
Northside,2026-01-27,11,6,6,5,0.0,1,3,2.0
Northside,2026-01-27,12,2,2,2,0.0,0,3,0.67
Northside,2026-01-27,14,3,3,3,0.0,0,3,1.0
Northside,2026-01-27,15,7,4,4,0.0,0,3,1.33
Northside,2026-01-27,16,4,4,4,0.0,0,3,1.33
Northside,2026-01-28,7,1,1,1,4.0,0,0,
Northside,2026-01-28,8,1,1,1,0.0,0,2,0.5
Northside,2026-01-28,9,5,4,4,0.0,0,3,1.33
Northside,2026-01-28,10,7,7,7,2.57,0,3,2.33
Northside,2026-01-28,11,3,2,2,1.0,0,3,0.67
Northside,2026-01-28,12,3,3,3,0.0,0,3,1.0
Northside,2026-01-28,13,4,4,4,0.0,0,3,1.33
Northside,2026-01-28,14,3,3,3,0.0,0,3,1.0
Northside,2026-01-28,15,6,6,6,0.0,0,3,2.0
Northside,2026-01-28,16,5,5,5,1.8,0,3,1.67
Northside,2026-01-29,8,2,2,2,0.0,0,2,1.0
Northside,2026-01-29,9,4,4,4,0.0,0,3,1.33
Northside,2026-01-29,10,7,6,6,0.0,0,3,2.0
Northside,2026-01-29,11,6,6,6,1.17,0,3,2.0
Northside,2026-01-29,13,3,1,1,0.0,0,3,0.33
Northside,2026-01-29,14,6,5,5,2.6,0,3,1.67
Northside,2026-01-29,15,3,3,3,0.0,0,3,1.0
Northside,2026-01-29,16,8,8,8,5.38,0,3,2.67
Northside,2026-01-30,8,1,1,1,0.0,0,2,0.5
Northside,2026-01-30,9,7,7,7,3.86,0,3,2.33
Northside,2026-01-30,10,4,4,4,0.0,0,3,1.33
Northside,2026-01-30,11,6,5,5,0.4,0,3,1.67
Northside,2026-01-30,12,3,3,3,0.0,0,3,1.0
Northside,2026-01-30,13,3,3,3,0.0,0,3,1.0
Northside,2026-01-30,14,2,2,2,0.0,0,3,0.67
Northside,2026-01-30,15,3,3,3,0.0,0,3,1.0
Northside,2026-01-30,16,2,2,2,0.0,0,3,0.67
Northside,2026-01-31,7,1,1,1,10.0,0,0,
Northside,2026-01-31,8,3,2,2,0.0,0,2,1.0
Northside,2026-01-31,9,7,7,7,1.43,0,3,2.33
Northside,2026-01-31,10,7,7,7,0.29,0,3,2.33
Northside,2026-01-31,11,4,3,3,0.0,0,3,1.0
Northside,2026-01-31,12,2,2,2,0.0,0,3,0.67
Northside,2026-02-02,8,3,2,2,0.0,0,2,1.0
Northside,2026-02-02,9,12,11,10,3.1,1,3,3.67
Northside,2026-02-02,10,16,15,13,14.38,2,3,5.0
Northside,2026-02-02,11,3,2,2,2.5,0,3,0.67
Northside,2026-02-02,12,5,5,5,1.6,0,3,1.67
Northside,2026-02-02,13,1,1,1,0.0,0,3,0.33
Northside,2026-02-02,14,8,7,7,1.29,0,3,2.33
Northside,2026-02-02,15,9,9,9,4.89,0,3,3.0
Northside,2026-02-02,16,3,3,2,0.0,1,3,1.0
Northside,2026-02-03,8,7,5,5,1.2,0,2,2.5
Northside,2026-02-03,9,4,4,4,0.75,0,3,1.33
Northside,2026-02-03,10,6,6,6,0.0,0,3,2.0
Northside,2026-02-03,11,4,4,4,0.0,0,3,1.33
Northside,2026-02-03,12,3,3,3,0.0,0,3,1.0
Northside,2026-02-03,13,5,4,4,0.0,0,3,1.33
Northside,2026-02-03,14,7,7,7,0.14,0,3,2.33
Northside,2026-02-03,15,7,7,7,7.43,0,3,2.33
Northside,2026-02-03,16,7,5,5,0.0,0,3,1.67
Northside,2026-02-04,8,3,3,3,0.0,0,2,1.5
Northside,2026-02-04,9,6,4,4,0.0,0,3,1.33
Northside,2026-02-04,10,4,4,4,0.0,0,3,1.33
Northside,2026-02-04,11,5,5,4,0.0,1,3,1.67
Northside,2026-02-04,12,3,3,2,0.0,1,3,1.0
Northside,2026-02-04,14,3,3,3,0.0,0,3,1.0
Northside,2026-02-04,15,7,5,5,0.2,0,3,1.67
Northside,2026-02-04,16,3,3,3,0.0,0,3,1.0
Northside,2026-02-05,8,1,0,0,,0,2,0.0
Northside,2026-02-05,9,6,6,6,0.0,0,3,2.0
Northside,2026-02-05,10,4,4,4,0.0,0,3,1.33
Northside,2026-02-05,11,6,6,6,6.17,0,3,2.0
Northside,2026-02-05,12,2,2,2,0.0,0,3,0.67
Northside,2026-02-05,13,4,3,3,0.0,0,3,1.0
Northside,2026-02-05,14,6,6,6,1.17,0,3,2.0
Northside,2026-02-05,15,5,5,5,3.6,0,3,1.67
Northside,2026-02-05,16,4,4,4,0.0,0,3,1.33
Northside,2026-02-06,7,1,1,1,1.0,0,0,
Northside,2026-02-06,8,5,4,4,0.5,0,2,2.0
Northside,2026-02-06,9,3,2,2,0.0,0,3,0.67
Northside,2026-02-06,10,4,3,3,0.0,0,3,1.0
Northside,2026-02-06,11,6,6,6,1.67,0,3,2.0
Northside,2026-02-06,12,2,2,2,0.0,0,3,0.67
Northside,2026-02-06,13,2,2,2,0.0,0,3,0.67
Northside,2026-02-06,14,9,9,9,3.33,0,3,3.0
Northside,2026-02-06,15,8,7,7,7.0,0,3,2.33
Northside,2026-02-06,16,6,4,3,4.33,1,3,1.33
Northside,2026-02-07,8,4,4,4,1.0,0,2,2.0
Northside,2026-02-07,9,9,9,9,4.56,0,3,3.0
Northside,2026-02-07,10,14,12,12,8.75,0,3,4.0
Northside,2026-02-07,11,4,4,3,0.33,1,3,1.33
Northside,2026-02-07,12,5,5,5,1.2,0,3,1.67
Northside,2026-02-09,8,4,4,3,0.0,1,2,2.0
Northside,2026-02-09,9,8,6,6,8.5,0,3,2.0
Northside,2026-02-09,10,8,8,7,0.0,1,3,2.67
Northside,2026-02-09,11,3,3,3,0.0,0,3,1.0
Northside,2026-02-09,12,3,3,3,0.0,0,3,1.0
Northside,2026-02-09,13,5,5,5,0.0,0,3,1.67
Northside,2026-02-09,14,4,4,4,1.75,0,3,1.33
Northside,2026-02-09,15,3,2,2,0.0,0,3,0.67
Northside,2026-02-09,16,6,5,4,0.0,1,3,1.67
Northside,2026-02-10,7,2,2,2,16.0,0,0,
Northside,2026-02-10,9,6,6,6,0.17,0,3,2.0
Northside,2026-02-10,10,7,7,6,1.33,1,3,2.33
Northside,2026-02-10,11,3,3,3,0.0,0,3,1.0
Northside,2026-02-10,12,5,5,5,0.0,0,3,1.67
Northside,2026-02-10,13,4,4,4,0.0,0,3,1.33
Northside,2026-02-10,14,6,5,4,0.0,1,3,1.67
Northside,2026-02-10,15,4,4,4,0.0,0,3,1.33
Northside,2026-02-10,16,3,3,2,0.0,1,3,1.0
Northside,2026-02-11,7,1,1,1,11.0,0,0,
Northside,2026-02-11,8,1,1,1,0.0,0,2,0.5
Northside,2026-02-11,9,6,6,6,0.17,0,3,2.0
Northside,2026-02-11,10,5,5,5,2.2,0,3,1.67
Northside,2026-02-11,11,2,2,2,0.0,0,3,0.67
Northside,2026-02-11,12,2,2,2,0.0,0,3,0.67
Northside,2026-02-11,13,4,4,4,0.0,0,3,1.33
Northside,2026-02-11,14,11,10,9,8.22,1,3,3.33
Northside,2026-02-11,15,10,9,9,7.44,0,3,3.0
Northside,2026-02-11,16,5,5,5,0.0,0,3,1.67
Northside,2026-02-12,8,2,2,2,0.0,0,2,1.0
Northside,2026-02-12,9,11,11,10,0.8,1,3,3.67
Northside,2026-02-12,10,1,1,1,0.0,0,3,0.33
Northside,2026-02-12,11,5,4,4,2.5,0,3,1.33
Northside,2026-02-12,12,2,2,2,0.0,0,3,0.67
Northside,2026-02-12,13,2,2,2,0.0,0,3,0.67
Northside,2026-02-12,14,4,2,2,0.0,0,3,0.67
Northside,2026-02-12,15,7,7,7,0.0,0,3,2.33
Northside,2026-02-12,16,5,4,4,0.0,0,3,1.33
Northside,2026-02-13,8,1,1,1,0.0,0,2,0.5
Northside,2026-02-13,9,4,4,4,0.0,0,3,1.33
Northside,2026-02-13,10,6,6,6,2.83,0,3,2.0
Northside,2026-02-13,11,6,6,6,2.33,0,3,2.0
Northside,2026-02-13,12,3,3,3,0.0,0,3,1.0
Northside,2026-02-13,13,2,2,2,0.0,0,3,0.67
Northside,2026-02-13,14,1,0,0,,0,3,0.0
Northside,2026-02-13,15,3,3,3,0.0,0,3,1.0
Northside,2026-02-13,16,3,3,3,0.67,0,3,1.0
Northside,2026-02-14,8,1,1,1,0.0,0,2,0.5
Northside,2026-02-14,9,5,4,4,0.0,0,3,1.33
Northside,2026-02-14,10,11,9,9,3.67,0,3,3.0
Northside,2026-02-14,11,9,8,6,0.0,2,3,2.67
Northside,2026-02-14,12,2,2,2,0.0,0,3,0.67
Northside,2026-02-16,7,1,1,1,11.0,0,0,
Northside,2026-02-16,8,2,2,2,0.0,0,2,1.0
Northside,2026-02-16,9,7,6,6,0.0,0,3,2.0
Northside,2026-02-16,10,6,6,4,3.5,2,3,2.0
Northside,2026-02-16,11,8,6,6,0.0,0,3,2.0
Northside,2026-02-16,12,3,3,3,0.0,0,3,1.0
Northside,2026-02-16,13,3,3,3,0.0,0,3,1.0
Northside,2026-02-16,14,10,10,10,1.8,0,3,3.33
Northside,2026-02-16,15,6,6,6,0.17,0,3,2.0
Northside,2026-02-16,16,4,3,3,0.0,0,3,1.0
Northside,2026-02-17,7,1,1,1,3.0,0,0,
Northside,2026-02-17,8,2,1,1,0.0,0,2,0.5
Northside,2026-02-17,9,8,7,7,0.0,0,3,2.33
Northside,2026-02-17,10,8,7,7,2.86,0,3,2.33
Northside,2026-02-17,11,6,5,5,10.2,0,3,1.67
Northside,2026-02-17,13,4,4,4,0.0,0,3,1.33
Northside,2026-02-17,14,5,5,5,0.0,0,3,1.67
Northside,2026-02-17,15,5,4,3,0.0,1,3,1.33
Northside,2026-02-17,16,2,2,2,0.0,0,3,0.67
Northside,2026-02-18,8,6,5,5,0.6,0,2,2.5
Northside,2026-02-18,9,7,6,6,1.67,0,3,2.0
Northside,2026-02-18,10,11,10,9,1.0,1,3,3.33
Northside,2026-02-18,11,4,4,4,5.5,0,3,1.33
Northside,2026-02-18,12,4,4,4,2.75,0,3,1.33
Northside,2026-02-18,13,1,1,1,0.0,0,3,0.33
Northside,2026-02-18,14,2,1,1,0.0,0,3,0.33
Northside,2026-02-18,15,7,7,7,0.71,0,3,2.33
Northside,2026-02-18,16,1,1,1,0.0,0,3,0.33
Northside,2026-02-19,8,4,4,3,0.0,1,2,2.0
Northside,2026-02-19,9,7,7,7,0.57,0,3,2.33
Northside,2026-02-19,10,11,11,10,1.8,1,3,3.67
Northside,2026-02-19,11,5,5,4,0.0,1,3,1.67
Northside,2026-02-19,12,5,5,4,0.0,1,3,1.67
Northside,2026-02-19,13,6,5,4,0.0,1,3,1.67
Northside,2026-02-19,14,2,2,2,0.0,0,3,0.67
Northside,2026-02-19,15,9,8,8,3.38,0,3,2.67
Northside,2026-02-19,16,5,4,4,6.75,0,3,1.33
Northside,2026-02-20,8,4,4,4,3.0,0,2,2.0
Northside,2026-02-20,9,3,3,3,0.0,0,3,1.0
Northside,2026-02-20,10,7,5,5,4.2,0,3,1.67
Northside,2026-02-20,11,4,4,4,0.0,0,3,1.33
Northside,2026-02-20,12,3,2,2,0.0,0,3,0.67
Northside,2026-02-20,13,1,1,1,0.0,0,3,0.33
Northside,2026-02-20,14,3,3,3,0.0,0,3,1.0
Northside,2026-02-20,15,4,4,4,0.75,0,3,1.33
Northside,2026-02-20,16,5,5,5,0.6,0,3,1.67
Northside,2026-02-21,7,1,1,1,10.0,0,0,
Northside,2026-02-21,8,1,1,1,0.0,0,2,0.5
Northside,2026-02-21,9,2,1,1,0.0,0,3,0.33
Northside,2026-02-21,10,15,15,15,18.4,0,3,5.0
Northside,2026-02-21,11,8,8,6,28.5,2,3,2.67
Northside,2026-02-21,12,3,2,2,0.0,0,3,0.67
Northside,2026-02-23,8,4,4,4,0.0,0,2,2.0
Northside,2026-02-23,9,12,8,8,1.75,0,3,2.67
Northside,2026-02-23,10,8,8,7,0.14,1,3,2.67
Northside,2026-02-23,11,4,4,4,0.5,0,3,1.33
Northside,2026-02-23,12,2,2,2,0.0,0,3,0.67
Northside,2026-02-23,13,4,3,2,0.0,1,3,1.0
Northside,2026-02-23,14,3,3,3,0.0,0,3,1.0
Northside,2026-02-23,15,14,11,10,2.8,1,3,3.67
Northside,2026-02-23,16,4,2,2,0.0,0,3,0.67
Northside,2026-02-24,8,2,2,2,0.0,0,2,1.0
Northside,2026-02-24,9,2,2,2,0.0,0,3,0.67
Northside,2026-02-24,10,5,5,5,0.0,0,3,1.67
Northside,2026-02-24,11,6,4,4,0.0,0,3,1.33
Northside,2026-02-24,12,3,3,3,1.0,0,3,1.0
Northside,2026-02-24,13,3,2,2,0.0,0,3,0.67
Northside,2026-02-24,14,3,3,3,0.0,0,3,1.0
Northside,2026-02-24,15,7,6,6,0.0,0,3,2.0
Northside,2026-02-24,16,7,6,6,0.0,0,3,2.0
Northside,2026-02-25,7,1,1,1,21.0,0,0,
Northside,2026-02-25,8,3,3,2,0.0,1,2,1.5
Northside,2026-02-25,9,6,6,6,1.0,0,3,2.0
Northside,2026-02-25,10,10,9,9,4.33,0,3,3.0
Northside,2026-02-25,11,6,6,6,2.33,0,3,2.0
Northside,2026-02-25,12,2,2,2,0.0,0,3,0.67
Northside,2026-02-25,13,2,2,2,0.0,0,3,0.67
Northside,2026-02-25,14,8,7,7,0.0,0,3,2.33
Northside,2026-02-25,15,11,11,11,6.0,0,3,3.67
Northside,2026-02-25,16,6,6,6,13.17,0,3,2.0
Northside,2026-02-26,8,2,1,1,0.0,0,2,0.5
Northside,2026-02-26,9,6,6,6,0.0,0,3,2.0
Northside,2026-02-26,10,6,6,6,0.0,0,3,2.0
Northside,2026-02-26,11,5,5,5,0.0,0,3,1.67
Northside,2026-02-26,12,6,6,4,0.0,2,3,2.0
Northside,2026-02-26,13,5,4,4,0.0,0,3,1.33
Northside,2026-02-26,14,3,3,3,0.0,0,3,1.0
Northside,2026-02-26,15,5,5,5,0.0,0,3,1.67
Northside,2026-02-26,16,7,6,6,1.0,0,3,2.0
Northside,2026-02-27,7,1,1,1,7.0,0,0,
Northside,2026-02-27,8,1,1,1,0.0,0,2,0.5
Northside,2026-02-27,9,7,7,7,0.0,0,3,2.33
Northside,2026-02-27,10,7,7,7,3.86,0,3,2.33
Northside,2026-02-27,11,4,4,4,2.0,0,3,1.33
Northside,2026-02-27,12,1,1,1,0.0,0,3,0.33
Northside,2026-02-27,13,2,2,2,0.0,0,3,0.67
Northside,2026-02-27,14,6,4,4,0.0,0,3,1.33
Northside,2026-02-27,15,5,5,5,0.4,0,3,1.67
Northside,2026-02-27,16,1,1,1,0.0,0,3,0.33
Northside,2026-02-28,8,3,2,2,0.0,0,2,1.0
Northside,2026-02-28,9,7,7,7,2.0,0,3,2.33
Northside,2026-02-28,10,12,12,11,21.0,1,3,4.0
Northside,2026-02-28,11,9,7,5,3.0,2,3,2.33
Northside,2026-02-28,12,3,3,3,0.0,0,3,1.0
Northside,2026-03-02,7,1,1,1,8.0,0,0,
Northside,2026-03-02,8,4,4,3,0.0,1,2,2.0
Northside,2026-03-02,9,8,6,6,0.0,0,3,2.0
Northside,2026-03-02,10,13,12,12,4.75,0,3,4.0
Northside,2026-03-02,11,8,8,7,14.0,1,3,2.67
Northside,2026-03-02,12,7,6,6,1.17,0,3,2.0
Northside,2026-03-02,13,3,3,2,0.0,1,3,1.0
Northside,2026-03-02,14,5,5,4,0.5,1,3,1.67
Northside,2026-03-02,15,10,9,9,3.89,0,3,3.0
Northside,2026-03-02,16,3,2,2,0.0,0,3,0.67
Northside,2026-03-03,8,6,6,6,2.33,0,2,3.0
Northside,2026-03-03,9,9,9,9,8.0,0,3,3.0
Northside,2026-03-03,10,4,4,3,3.0,1,3,1.33
Northside,2026-03-03,11,5,5,5,0.4,0,3,1.67
Northside,2026-03-03,12,3,2,2,0.0,0,3,0.67
Northside,2026-03-03,13,1,1,1,0.0,0,3,0.33
Northside,2026-03-03,14,7,6,6,0.0,0,3,2.0
Northside,2026-03-03,15,4,4,4,0.0,0,3,1.33
Northside,2026-03-03,16,2,2,2,0.0,0,3,0.67
Northside,2026-03-04,7,1,1,1,2.0,0,0,
Northside,2026-03-04,8,5,4,4,5.0,0,2,2.0
Northside,2026-03-04,9,9,9,9,2.67,0,3,3.0
Northside,2026-03-04,10,8,8,8,4.62,0,3,2.67
Northside,2026-03-04,11,7,7,7,2.0,0,3,2.33
Northside,2026-03-04,12,1,1,1,0.0,0,3,0.33
Northside,2026-03-04,13,3,1,1,0.0,0,3,0.33
Northside,2026-03-04,14,9,8,8,3.12,0,3,2.67
Northside,2026-03-04,15,8,6,6,4.33,0,3,2.0
Northside,2026-03-04,16,6,5,5,0.0,0,3,1.67
Northside,2026-03-05,8,1,1,1,0.0,0,2,0.5
Northside,2026-03-05,9,13,11,10,1.8,1,3,3.67
Northside,2026-03-05,10,4,4,4,0.0,0,3,1.33
Northside,2026-03-05,11,10,8,7,4.29,1,3,2.67
Northside,2026-03-05,12,3,3,3,0.0,0,3,1.0
Northside,2026-03-05,13,7,7,7,3.43,0,3,2.33
Northside,2026-03-05,14,2,2,2,0.0,0,3,0.67
Northside,2026-03-05,15,5,4,2,0.0,2,3,1.33
Northside,2026-03-05,16,4,3,3,0.0,0,3,1.0
Northside,2026-03-06,7,1,1,1,5.0,0,0,
Northside,2026-03-06,8,3,1,1,0.0,0,2,0.5
Northside,2026-03-06,9,5,5,5,0.0,0,3,1.67
Northside,2026-03-06,10,6,6,6,0.33,0,3,2.0
Northside,2026-03-06,11,8,7,7,4.14,0,3,2.33
Northside,2026-03-06,12,4,3,3,0.0,0,3,1.0
Northside,2026-03-06,13,4,4,4,0.0,0,3,1.33
Northside,2026-03-06,14,5,5,4,0.0,1,3,1.67
Northside,2026-03-06,15,8,6,6,2.33,0,3,2.0
Northside,2026-03-06,16,5,5,4,0.0,1,3,1.67
Northside,2026-03-07,8,5,4,4,0.25,0,2,2.0
Northside,2026-03-07,9,9,9,9,6.11,0,3,3.0
Northside,2026-03-07,10,8,8,8,5.25,0,3,2.67
Northside,2026-03-07,11,6,6,6,2.67,0,3,2.0
Northside,2026-03-07,12,6,5,5,1.8,0,3,1.67
Northside,2026-03-09,8,1,0,0,,0,2,0.0
Northside,2026-03-09,9,9,9,9,0.44,0,3,3.0
Northside,2026-03-09,10,10,9,9,1.22,0,3,3.0
Northside,2026-03-09,11,5,4,4,3.75,0,3,1.33
Northside,2026-03-09,12,3,2,2,0.0,0,3,0.67
Northside,2026-03-09,13,4,3,3,0.0,0,3,1.0
Northside,2026-03-09,14,6,6,6,0.0,0,3,2.0
Northside,2026-03-09,15,7,5,4,0.0,1,3,1.67
Northside,2026-03-09,16,2,2,2,0.0,0,3,0.67
Northside,2026-03-10,7,1,1,1,1.0,0,0,
Northside,2026-03-10,8,1,1,1,0.0,0,2,0.5
Northside,2026-03-10,9,5,5,5,0.0,0,3,1.67
Northside,2026-03-10,10,10,9,9,1.78,0,3,3.0
Northside,2026-03-10,11,6,6,5,13.2,1,3,2.0
Northside,2026-03-10,12,2,2,2,0.0,0,3,0.67
Northside,2026-03-10,13,2,2,2,0.0,0,3,0.67
Northside,2026-03-10,14,6,4,4,0.0,0,3,1.33
Northside,2026-03-10,15,6,6,5,1.6,1,3,2.0
Northside,2026-03-10,16,9,9,7,11.71,2,3,3.0
Northside,2026-03-11,9,2,1,1,0.0,0,3,0.33
Northside,2026-03-11,10,5,4,4,0.0,0,3,1.33
Northside,2026-03-11,11,3,2,2,0.0,0,3,0.67
Northside,2026-03-11,12,3,3,3,0.0,0,3,1.0
Northside,2026-03-11,13,3,3,2,0.0,1,3,1.0
Northside,2026-03-11,14,7,6,5,0.0,1,3,2.0
Northside,2026-03-11,15,8,8,8,4.12,0,3,2.67
Northside,2026-03-11,16,2,2,2,0.0,0,3,0.67
Northside,2026-03-12,7,2,2,2,7.0,0,0,
Northside,2026-03-12,8,1,1,1,0.0,0,2,0.5
Northside,2026-03-12,9,7,7,7,2.43,0,3,2.33
Northside,2026-03-12,10,10,10,10,5.1,0,3,3.33
Northside,2026-03-12,11,5,5,5,3.4,0,3,1.67
Northside,2026-03-12,12,6,5,5,2.0,0,3,1.67
Northside,2026-03-12,13,5,3,3,0.0,0,3,1.0
Northside,2026-03-12,14,6,6,6,0.0,0,3,2.0
Northside,2026-03-12,15,4,4,4,0.0,0,3,1.33
Northside,2026-03-12,16,4,4,4,5.0,0,3,1.33
Northside,2026-03-13,8,4,4,4,1.25,0,2,2.0
Northside,2026-03-13,9,2,2,2,0.0,0,3,0.67
Northside,2026-03-13,10,8,8,8,1.12,0,3,2.67
Northside,2026-03-13,11,5,5,5,0.0,0,3,1.67
Northside,2026-03-13,12,4,4,4,0.0,0,3,1.33
Northside,2026-03-13,13,1,1,1,0.0,0,3,0.33
Northside,2026-03-13,14,4,3,3,0.0,0,3,1.0
Northside,2026-03-13,15,6,6,6,2.33,0,3,2.0
Northside,2026-03-13,16,2,2,2,0.0,0,3,0.67
Northside,2026-03-14,7,1,1,1,3.0,0,0,
Northside,2026-03-14,8,5,5,5,2.0,0,2,2.5
Northside,2026-03-14,9,5,5,5,5.2,0,3,1.67
Northside,2026-03-14,10,9,8,8,3.75,0,3,2.67
Northside,2026-03-14,11,2,2,2,0.0,0,3,0.67
Northside,2026-03-14,12,4,4,4,0.0,0,3,1.33
Northside,2026-03-16,8,5,5,5,0.0,0,2,2.5
Northside,2026-03-16,9,9,8,7,0.0,1,3,2.67
Northside,2026-03-16,10,9,9,9,5.78,0,3,3.0
Northside,2026-03-16,11,8,8,7,5.86,1,3,2.67
Northside,2026-03-16,12,4,4,3,3.0,1,3,1.33
Northside,2026-03-16,13,2,2,2,0.0,0,3,0.67
Northside,2026-03-16,14,4,4,4,0.0,0,3,1.33
Northside,2026-03-16,15,11,9,9,7.44,0,3,3.0
Northside,2026-03-16,16,5,5,4,6.5,1,3,1.67
Northside,2026-03-17,8,4,4,4,0.0,0,2,2.0
Northside,2026-03-17,9,4,4,4,0.0,0,3,1.33
Northside,2026-03-17,10,11,10,10,10.0,0,3,3.33
Northside,2026-03-17,11,3,3,3,0.0,0,3,1.0
Northside,2026-03-17,12,1,1,1,0.0,0,3,0.33
Northside,2026-03-17,13,1,1,1,0.0,0,3,0.33
Northside,2026-03-17,14,4,4,4,0.0,0,3,1.33
Northside,2026-03-17,15,6,5,5,0.0,0,3,1.67
Northside,2026-03-17,16,3,2,2,0.0,0,3,0.67
